claim1_id,claim1_arxiv,claim1_title,claim1_text,claim1_condition,claim1_citations,claim1_confidence,claim2_id,claim2_arxiv,claim2_title,claim2_text,claim2_condition,claim2_citations,claim2_confidence,group_key,strategy,contradiction_type,classification_reason,avg_citations,avg_confidence,log_citations,significance_score
0,2201.11903,Chain of Thought Prompting Elicits Reasoning in Large Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, lamda",18447,5,23,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,Chain-of-Thought degrades Arithmetic Accuracy,"t5, tag configuration",0,4,Chain-of-Thought|OPPOSITE|Arithmetic Accuracy,opposite_rels,Logical_Contradiction,Rule engine: Logical_Contradiction (confidence=0.30),9223.5,4.5,9.12961826689782,72.77770960138692
0,2201.11903,Chain of Thought Prompting Elicits Reasoning in Large Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, lamda",18447,5,15,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,Chain-of-Thought improves Arithmetic Accuracy,"tag configuration, qwq",0,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (gsm8k/lamda vs. tag configuration/qwq), so the apparent difference is due to different setups rather than a genuine contradiction.",9223.5,4.5,9.12961826689782,72.77770960138692
1,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, codex",728,5,5,2501.1036,FaceXBench: Evaluating Multimodal LLMs on Face Understanding,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",20,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.45),374.0,5.0,5.926926025970411,55.561556155822466
0,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought degrades Arithmetic Accuracy,"gsm-hard, codex",728,5,2,2503.23487,Large Language and Reasoning Models are Shallow Disjunctive Reasoners,Chain-of-Thought degrades Arithmetic Accuracy,"rcc-8, ia, zero-shot, o3-mini, b=2",6,5,Chain-of-Thought|degrades|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state the same directional effect (Chain-of-Thought degrades accuracy), but they differ only in the experimental conditions (different datasets, models, and settings), so the apparent contradiction is explained by those differing conditions.",367.0,5.0,5.908082938168931,55.44849762901359
1,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, codex",728,5,8,2503.23487,Large Language and Reasoning Models are Shallow Disjunctive Reasoners,Chain-of-Thought improves Arithmetic Accuracy,"rcc-8, ia, zero-shot, o3-mini, b=1, k=9",6,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in experimental conditions (different datasets, models, and settings), so the apparent difference is due to different experimental setups rather than a genuine contradiction.",367.0,5.0,5.908082938168931,55.44849762901359
0,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought degrades Arithmetic Accuracy,"gsm-hard, codex",728,5,3,2507.13362,Enhancing Spatial Reasoning in Vision-Language Models via Chain-of-Thought Prompting and Reinforcement Learning,Chain-of-Thought degrades Arithmetic Accuracy,"cvbench, llama-4-scout-17b-16e-instruct, scenegraph cot + pot",5,5,Chain-of-Thought|degrades|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.25),366.5,5.0,5.906723318652891,55.44033991191735
1,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, codex",728,5,10,2410.16924,SleepCoT: A Lightweight Personalized Sleep Health Model via Chain-of-Thought Distillation,Chain-of-Thought improves Arithmetic Accuracy,"sleepcot, sleep domain",4,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"The claims use the same statement about Chain-of-Thought improving arithmetic accuracy, but differ only in the experimental conditions (gsm8k/codex vs sleepcot/sleep domain), so the apparent contradiction is explained by different experimental setups rather than a direct scientific dispute.",366.0,5.0,5.905361848054571,55.43217108832742
2,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought degrades Arithmetic Accuracy,"gsm-hard, codex",728,5,16,2410.16924,SleepCoT: A Lightweight Personalized Sleep Health Model via Chain-of-Thought Distillation,Chain-of-Thought improves Arithmetic Accuracy,"sleepcot, sleep domain",4,5,Chain-of-Thought|OPPOSITE|Arithmetic Accuracy,opposite_rels,Logical_Contradiction,Rule engine: Logical_Contradiction (confidence=0.30),366.0,5.0,5.905361848054571,55.43217108832742
2,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought degrades Arithmetic Accuracy,"gsm-hard, codex",728,5,19,2511.15886,What Really Counts? Examining Step and Token Level Attribution in Multilingual CoT Reasoning,Chain-of-Thought improves Arithmetic Accuracy,"mgsm, qwen instruct, cot-struct",1,5,Chain-of-Thought|OPPOSITE|Arithmetic Accuracy,opposite_rels,Logical_Contradiction,Rule engine: Logical_Contradiction (confidence=0.30),364.5,5.0,5.901266279189834,55.407597675139
1,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, codex",728,5,12,2511.15886,What Really Counts? Examining Step and Token Level Attribution in Multilingual CoT Reasoning,Chain-of-Thought improves Arithmetic Accuracy,"mgsm, qwen instruct, cot-struct",1,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (different datasets and models), so the apparent difference is due to different setups rather than a genuine contradiction.",364.5,5.0,5.901266279189834,55.407597675139
1,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, codex",728,5,14,2511.23253,AgriCoT: A Chain-of-Thought Benchmark for Evaluating Reasoning in Vision-Language Models for Agriculture,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",0,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.45),364.0,5.0,5.8998973535824915,55.39938412149495
2,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought degrades Arithmetic Accuracy,"gsm-hard, codex",728,5,21,2511.23253,AgriCoT: A Chain-of-Thought Benchmark for Evaluating Reasoning in Vision-Language Models for Agriculture,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",0,5,Chain-of-Thought|OPPOSITE|Arithmetic Accuracy,opposite_rels,Logical_Contradiction,Rule engine: Logical_Contradiction (confidence=0.30),364.0,5.0,5.8998973535824915,55.39938412149495
0,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought degrades Arithmetic Accuracy,"gsm-hard, codex",728,5,1,2506.07142,Prompting Science Report 2: The Decreasing Value of Chain of Thought in Prompting,Chain-of-Thought degrades Arithmetic Accuracy,"gpqa diamond, gpt-4o-mini, 100 samples",17,4,Chain-of-Thought|degrades|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.25),372.5,4.5,5.922918004572872,53.53750802743723
1,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, codex",728,5,6,2506.07142,Prompting Science Report 2: The Decreasing Value of Chain of Thought in Prompting,Chain-of-Thought improves Arithmetic Accuracy,"gpqa diamond, sonnet 3.5, 100 samples",17,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in experimental conditions (different datasets and models), so the apparent difference is due to the specific setups rather than a genuine contradiction.",372.5,4.5,5.922918004572872,53.53750802743723
1,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, codex",728,5,7,2505.09031,"Improving the Reliability of LLMs: Combining CoT, RAG, Self-Consistency, and Self-Verification",Chain-of-Thought improves Arithmetic Accuracy,"halueval, gpt-3.5-turbo",8,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.25),368.0,4.5,5.910796644040527,53.46477986424316
1,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, codex",728,5,9,2504.18912,Inferring Questions from Programming Screenshots,Chain-of-Thought improves Arithmetic Accuracy,"stack overflow, gemini-1.5-pro, gpt-4o, llama-3.2",4,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.25),366.0,4.5,5.905361848054571,53.43217108832742
2,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought degrades Arithmetic Accuracy,"gsm-hard, codex",728,5,17,2601.03649,SyncThink: A Training-Free Strategy to Align Inference Termination with Reasoning Saturation,Chain-of-Thought improves Arithmetic Accuracy,"gpqa, qwen2.5-7b",3,4,Chain-of-Thought|OPPOSITE|Arithmetic Accuracy,opposite_rels,Logical_Contradiction,Rule engine: Logical_Contradiction (confidence=0.30),365.5,4.5,5.903998521326706,53.423991127960235
1,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, codex",728,5,13,2508.18743,CAC-CoT: Connector-Aware Compact Chain-of-Thought for Efficient Reasoning Data Synthesis Across Dual-System Cognitive Tasks,Chain-of-Thought improves Arithmetic Accuracy,"system-2 benchmarks, qwen model",1,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (gsm8k/codex vs. system-2 benchmarks/qwen model), so they would likely agree under the same conditions.",364.5,4.5,5.901266279189834,53.407597675139
2,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought degrades Arithmetic Accuracy,"gsm-hard, codex",728,5,20,2508.18743,CAC-CoT: Connector-Aware Compact Chain-of-Thought for Efficient Reasoning Data Synthesis Across Dual-System Cognitive Tasks,Chain-of-Thought improves Arithmetic Accuracy,"system-2 benchmarks, qwen model",1,4,Chain-of-Thought|OPPOSITE|Arithmetic Accuracy,opposite_rels,Logical_Contradiction,Rule engine: Logical_Contradiction (confidence=0.30),364.5,4.5,5.901266279189834,53.407597675139
2,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought degrades Arithmetic Accuracy,"gsm-hard, codex",728,5,22,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,Chain-of-Thought improves Arithmetic Accuracy,"tag configuration, qwq",0,4,Chain-of-Thought|OPPOSITE|Arithmetic Accuracy,opposite_rels,Logical_Contradiction,Rule engine: Logical_Contradiction (confidence=0.30),364.0,4.5,5.8998973535824915,53.39938412149495
1,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, codex",728,5,15,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,Chain-of-Thought improves Arithmetic Accuracy,"tag configuration, qwq",0,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (gsm8k with codex vs. tag configuration with qwq), so the apparent contradiction is due to different setups rather than a genuine scientific dispute.",364.0,4.5,5.8998973535824915,53.39938412149495
0,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought degrades Arithmetic Accuracy,"gsm-hard, codex",728,5,4,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,Chain-of-Thought degrades Arithmetic Accuracy,"t5, tag configuration",0,4,Chain-of-Thought|degrades|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state the same directional effect (Chain-of-Thought degrades Arithmetic Accuracy), but they differ only in the experimental conditions (gsm-hard with codex vs. t5 with tag configuration), so the apparent contradiction is due to different setups rather than a direct dispute.",364.0,4.5,5.8998973535824915,53.39938412149495
3,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, codex",728,5,23,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,Chain-of-Thought degrades Arithmetic Accuracy,"t5, tag configuration",0,4,Chain-of-Thought|OPPOSITE|Arithmetic Accuracy,opposite_rels,Logical_Contradiction,Rule engine: Logical_Contradiction (confidence=0.30),364.0,4.5,5.8998973535824915,53.39938412149495
2,2301.13379,Faithful Chain-of-Thought Reasoning,Chain-of-Thought improves Arithmetic Accuracy,10 datasets,386,5,5,2501.1036,FaceXBench: Evaluating Multimodal LLMs on Face Understanding,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",20,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.20),203.0,5.0,5.318119993844216,51.908719963065295
2,2301.13379,Faithful Chain-of-Thought Reasoning,Chain-of-Thought improves Arithmetic Accuracy,10 datasets,386,5,8,2503.23487,Large Language and Reasoning Models are Shallow Disjunctive Reasoners,Chain-of-Thought improves Arithmetic Accuracy,"rcc-8, ia, zero-shot, o3-mini, b=1, k=9",6,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"The claims agree that Chain-of-Thought improves arithmetic accuracy, but the second claim specifies a narrower set of experimental conditions (rcc-8, ia, zero-shot, o3-mini, b=1, k=9) compared to the first claim's broad ""10 datasets,"" so the apparent difference is solely due to different experimental setups.",196.0,5.0,5.2832037287379885,51.69922237242793
2,2301.13379,Faithful Chain-of-Thought Reasoning,Chain-of-Thought improves Arithmetic Accuracy,10 datasets,386,5,10,2410.16924,SleepCoT: A Lightweight Personalized Sleep Health Model via Chain-of-Thought Distillation,Chain-of-Thought improves Arithmetic Accuracy,"sleepcot, sleep domain",4,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (10 general datasets vs. the specific sleepcot/sleep domain), so the apparent contradiction is due to different experimental setups rather than a genuine disagreement.",195.0,5.0,5.278114659230517,51.6686879553831
2,2301.13379,Faithful Chain-of-Thought Reasoning,Chain-of-Thought improves Arithmetic Accuracy,10 datasets,386,5,12,2511.15886,What Really Counts? Examining Step and Token Level Attribution in Multilingual CoT Reasoning,Chain-of-Thought improves Arithmetic Accuracy,"mgsm, qwen instruct, cot-struct",1,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only because they are tested under different experimental conditions (different datasets and model configurations), so they would likely agree under the same conditions.",193.5,5.0,5.270432163058501,51.62259297835101
2,2301.13379,Faithful Chain-of-Thought Reasoning,Chain-of-Thought improves Arithmetic Accuracy,10 datasets,386,5,14,2511.23253,AgriCoT: A Chain-of-Thought Benchmark for Evaluating Reasoning in Vision-Language Models for Agriculture,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",0,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.20),193.0,5.0,5.267858159063328,51.607148954379966
2,2301.13379,Faithful Chain-of-Thought Reasoning,Chain-of-Thought improves Arithmetic Accuracy,10 datasets,386,5,6,2506.07142,Prompting Science Report 2: The Decreasing Value of Chain of Thought in Prompting,Chain-of-Thought improves Arithmetic Accuracy,"gpqa diamond, sonnet 3.5, 100 samples",17,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (broad 10-dataset evaluation vs. a specific combination of gpqa diamond, Sonnet 3.5, and 100 samples), so the apparent difference is due to different experimental setups rather than a genuine contradiction.",201.5,4.5,5.310739886546594,49.86443931927956
2,2301.13379,Faithful Chain-of-Thought Reasoning,Chain-of-Thought improves Arithmetic Accuracy,10 datasets,386,5,7,2505.09031,"Improving the Reliability of LLMs: Combining CoT, RAG, Self-Consistency, and Self-Verification",Chain-of-Thought improves Arithmetic Accuracy,"halueval, gpt-3.5-turbo",8,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (broad 10-dataset evaluation vs. a specific setup with halueval and gpt-3.5-turbo), so they would agree under the same conditions.",197.0,4.5,5.288267030694535,49.729602184167206
2,2301.13379,Faithful Chain-of-Thought Reasoning,Chain-of-Thought improves Arithmetic Accuracy,10 datasets,386,5,9,2504.18912,Inferring Questions from Programming Screenshots,Chain-of-Thought improves Arithmetic Accuracy,"stack overflow, gemini-1.5-pro, gpt-4o, llama-3.2",4,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (datasets vs. specific models and a platform), so the apparent difference is due to different experimental setups rather than a contradiction in the core finding.",195.0,4.5,5.278114659230517,49.6686879553831
2,2301.13379,Faithful Chain-of-Thought Reasoning,Chain-of-Thought improves Arithmetic Accuracy,10 datasets,386,5,11,2601.03649,SyncThink: A Training-Free Strategy to Align Inference Termination with Reasoning Saturation,Chain-of-Thought improves Arithmetic Accuracy,"gpqa, qwen2.5-7b",3,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"The claims use the same statement about Chain-of-Thought improving arithmetic accuracy, but they differ only because they are tested under different experimental conditions (one on 10 datasets, the other on gpqa with qwen2.5-7b), so they would likely agree if the same conditions were applied.",194.5,4.5,5.27556037942542,49.65336227655253
2,2301.13379,Faithful Chain-of-Thought Reasoning,Chain-of-Thought improves Arithmetic Accuracy,10 datasets,386,5,13,2508.18743,CAC-CoT: Connector-Aware Compact Chain-of-Thought for Efficient Reasoning Data Synthesis Across Dual-System Cognitive Tasks,Chain-of-Thought improves Arithmetic Accuracy,"system-2 benchmarks, qwen model",1,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (10 diverse datasets vs. specific system-2 benchmarks and the Qwen model), so they would likely agree under the same conditions.",193.5,4.5,5.270432163058501,49.62259297835101
2,2301.13379,Faithful Chain-of-Thought Reasoning,Chain-of-Thought improves Arithmetic Accuracy,10 datasets,386,5,15,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,Chain-of-Thought improves Arithmetic Accuracy,"tag configuration, qwq",0,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (10 datasets vs. tag configuration, qwq), so they would agree under the same conditions.",193.0,4.5,5.267858159063328,49.607148954379966
4,2301.13379,Faithful Chain-of-Thought Reasoning,Chain-of-Thought improves Arithmetic Accuracy,10 datasets,386,5,23,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,Chain-of-Thought degrades Arithmetic Accuracy,"t5, tag configuration",0,4,Chain-of-Thought|OPPOSITE|Arithmetic Accuracy,opposite_rels,Logical_Contradiction,Rule engine: Logical_Contradiction (confidence=0.30),193.0,4.5,5.267858159063328,49.607148954379966
3,2409.12183,To CoT or not to CoT? Chain-of-thought helps mainly on math and symbolic reasoning,Chain-of-Thought improves Arithmetic Accuracy,"math and formal logic tasks, multiple models and datasets",303,4,5,2501.1036,FaceXBench: Evaluating Multimodal LLMs on Face Understanding,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",20,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.20),161.5,4.5,5.090678001769792,48.54406801061875
3,2409.12183,To CoT or not to CoT? Chain-of-thought helps mainly on math and symbolic reasoning,Chain-of-Thought improves Arithmetic Accuracy,"math and formal logic tasks, multiple models and datasets",303,4,8,2503.23487,Large Language and Reasoning Models are Shallow Disjunctive Reasoners,Chain-of-Thought improves Arithmetic Accuracy,"rcc-8, ia, zero-shot, o3-mini, b=1, k=9",6,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"The claims agree that Chain-of-Thought improves arithmetic accuracy, but they differ only because Claim 2 specifies a narrow set of experimental conditions (rcc-8, ia, zero-shot, o3-mini, b=1, k=9) while Claim 1 covers broader conditions (math and formal logic tasks, multiple models and datasets).",154.5,4.5,5.0466457316192885,48.27987438971573
