claim1_id,claim1_arxiv,claim1_title,claim1_text,claim1_condition,claim1_citations,claim1_confidence,claim2_id,claim2_arxiv,claim2_title,claim2_text,claim2_condition,claim2_citations,claim2_confidence,group_key,strategy,contradiction_type,classification_reason
0,2201.11903,Chain of Thought Prompting Elicits Reasoning in Large Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, lamda",18447,5,5,2501.1036,FaceXBench: Evaluating Multimodal LLMs on Face Understanding,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",20,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.20)
0,2201.11903,Chain of Thought Prompting Elicits Reasoning in Large Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, lamda",18447,5,6,2506.07142,Prompting Science Report 2: The Decreasing Value of Chain of Thought in Prompting,Chain-of-Thought improves Arithmetic Accuracy,"gpqa diamond, sonnet 3.5, 100 samples",17,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in experimental conditions (different datasets and models), so the apparent contradiction is due to different setups rather than a genuine scientific dispute."
0,2201.11903,Chain of Thought Prompting Elicits Reasoning in Large Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, lamda",18447,5,7,2505.09031,"Improving the Reliability of LLMs: Combining CoT, RAG, Self-Consistency, and Self-Verification",Chain-of-Thought improves Arithmetic Accuracy,"halueval, gpt-3.5-turbo",8,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (gsm8k/lamda vs. halueval/gpt-3.5-turbo), so the apparent difference is due to different setups rather than a contradiction in the core claim."
0,2201.11903,Chain of Thought Prompting Elicits Reasoning in Large Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, lamda",18447,5,8,2503.23487,Large Language and Reasoning Models are Shallow Disjunctive Reasoners,Chain-of-Thought improves Arithmetic Accuracy,"rcc-8, ia, zero-shot, o3-mini, b=1, k=9",6,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (datasets, model, and parameters), so the apparent difference is due to different setups rather than a contradiction in the core finding."
0,2201.11903,Chain of Thought Prompting Elicits Reasoning in Large Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, lamda",18447,5,9,2504.18912,Inferring Questions from Programming Screenshots,Chain-of-Thought improves Arithmetic Accuracy,"stack overflow, gemini-1.5-pro, gpt-4o, llama-3.2",4,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (different datasets and models), so the apparent difference is due to different setups rather than a contradiction in the core finding."
0,2201.11903,Chain of Thought Prompting Elicits Reasoning in Large Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, lamda",18447,5,10,2410.16924,SleepCoT: A Lightweight Personalized Sleep Health Model via Chain-of-Thought Distillation,Chain-of-Thought improves Arithmetic Accuracy,"sleepcot, sleep domain",4,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (gsm8k/lamda vs. sleepcot/sleep domain), so the apparent difference is due to different setups rather than a contradiction in the core claim."
0,2201.11903,Chain of Thought Prompting Elicits Reasoning in Large Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, lamda",18447,5,11,2601.03649,SyncThink: A Training-Free Strategy to Align Inference Termination with Reasoning Saturation,Chain-of-Thought improves Arithmetic Accuracy,"gpqa, qwen2.5-7b",3,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,No_Contradiction,"The two claims both state that Chain-of-Thought improves arithmetic accuracy, but they are tested on entirely different datasets (gsm8k vs gpqa) and different models (lamda vs qwen2.5-7b), so they do not contradict each other and instead refer to separate experimental contexts."
0,2201.11903,Chain of Thought Prompting Elicits Reasoning in Large Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, lamda",18447,5,12,2511.15886,What Really Counts? Examining Step and Token Level Attribution in Multilingual CoT Reasoning,Chain-of-Thought improves Arithmetic Accuracy,"mgsm, qwen instruct, cot-struct",1,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (different datasets and models: gsm8k/lamda vs mgsm/qwen instruct/cot-struct), so the apparent difference is due to different experimental setups rather than a contradiction in the core finding."
0,2201.11903,Chain of Thought Prompting Elicits Reasoning in Large Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, lamda",18447,5,13,2508.18743,CAC-CoT: Connector-Aware Compact Chain-of-Thought for Efficient Reasoning Data Synthesis Across Dual-System Cognitive Tasks,Chain-of-Thought improves Arithmetic Accuracy,"system-2 benchmarks, qwen model",1,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (gsm8k/lamda vs. system-2 benchmarks/qwen model), so the apparent difference is due to different setups rather than a direct contradiction."
0,2201.11903,Chain of Thought Prompting Elicits Reasoning in Large Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, lamda",18447,5,14,2511.23253,AgriCoT: A Chain-of-Thought Benchmark for Evaluating Reasoning in Vision-Language Models for Agriculture,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",0,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.20)
0,2201.11903,Chain of Thought Prompting Elicits Reasoning in Large Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, lamda",18447,5,15,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,Chain-of-Thought improves Arithmetic Accuracy,"tag configuration, qwq",0,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (gsm8k/lamda vs. tag configuration/qwq), so the apparent difference is due to different setups rather than a genuine contradiction."
1,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, codex",728,5,5,2501.1036,FaceXBench: Evaluating Multimodal LLMs on Face Understanding,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",20,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.45)
1,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, codex",728,5,6,2506.07142,Prompting Science Report 2: The Decreasing Value of Chain of Thought in Prompting,Chain-of-Thought improves Arithmetic Accuracy,"gpqa diamond, sonnet 3.5, 100 samples",17,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in experimental conditions (different datasets and models), so the apparent difference is due to the specific setups rather than a genuine contradiction."
1,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, codex",728,5,7,2505.09031,"Improving the Reliability of LLMs: Combining CoT, RAG, Self-Consistency, and Self-Verification",Chain-of-Thought improves Arithmetic Accuracy,"halueval, gpt-3.5-turbo",8,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.25)
1,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, codex",728,5,8,2503.23487,Large Language and Reasoning Models are Shallow Disjunctive Reasoners,Chain-of-Thought improves Arithmetic Accuracy,"rcc-8, ia, zero-shot, o3-mini, b=1, k=9",6,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in experimental conditions (different datasets, models, and settings), so the apparent difference is due to different experimental setups rather than a genuine contradiction."
1,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, codex",728,5,9,2504.18912,Inferring Questions from Programming Screenshots,Chain-of-Thought improves Arithmetic Accuracy,"stack overflow, gemini-1.5-pro, gpt-4o, llama-3.2",4,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.25)
1,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, codex",728,5,10,2410.16924,SleepCoT: A Lightweight Personalized Sleep Health Model via Chain-of-Thought Distillation,Chain-of-Thought improves Arithmetic Accuracy,"sleepcot, sleep domain",4,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"The claims use the same statement about Chain-of-Thought improving arithmetic accuracy, but differ only in the experimental conditions (gsm8k/codex vs sleepcot/sleep domain), so the apparent contradiction is explained by different experimental setups rather than a direct scientific dispute."
1,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, codex",728,5,11,2601.03649,SyncThink: A Training-Free Strategy to Align Inference Termination with Reasoning Saturation,Chain-of-Thought improves Arithmetic Accuracy,"gpqa, qwen2.5-7b",3,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,No_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they refer to different experimental conditions (gsm8k/codex vs gpqa/qwen2.5-7b), so they do not contradict each other."
1,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, codex",728,5,12,2511.15886,What Really Counts? Examining Step and Token Level Attribution in Multilingual CoT Reasoning,Chain-of-Thought improves Arithmetic Accuracy,"mgsm, qwen instruct, cot-struct",1,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (different datasets and models), so the apparent difference is due to different setups rather than a genuine contradiction."
1,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, codex",728,5,13,2508.18743,CAC-CoT: Connector-Aware Compact Chain-of-Thought for Efficient Reasoning Data Synthesis Across Dual-System Cognitive Tasks,Chain-of-Thought improves Arithmetic Accuracy,"system-2 benchmarks, qwen model",1,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (gsm8k/codex vs. system-2 benchmarks/qwen model), so they would likely agree under the same conditions."
1,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, codex",728,5,14,2511.23253,AgriCoT: A Chain-of-Thought Benchmark for Evaluating Reasoning in Vision-Language Models for Agriculture,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",0,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.45)
1,2211.10435,PAL: Program-aided Language Models,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, codex",728,5,15,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,Chain-of-Thought improves Arithmetic Accuracy,"tag configuration, qwq",0,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (gsm8k with codex vs. tag configuration with qwq), so the apparent contradiction is due to different setups rather than a genuine scientific dispute."
2,2301.13379,Faithful Chain-of-Thought Reasoning,Chain-of-Thought improves Arithmetic Accuracy,10 datasets,386,5,5,2501.1036,FaceXBench: Evaluating Multimodal LLMs on Face Understanding,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",20,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.20)
2,2301.13379,Faithful Chain-of-Thought Reasoning,Chain-of-Thought improves Arithmetic Accuracy,10 datasets,386,5,6,2506.07142,Prompting Science Report 2: The Decreasing Value of Chain of Thought in Prompting,Chain-of-Thought improves Arithmetic Accuracy,"gpqa diamond, sonnet 3.5, 100 samples",17,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (broad 10-dataset evaluation vs. a specific combination of gpqa diamond, Sonnet 3.5, and 100 samples), so the apparent difference is due to different experimental setups rather than a genuine contradiction."
2,2301.13379,Faithful Chain-of-Thought Reasoning,Chain-of-Thought improves Arithmetic Accuracy,10 datasets,386,5,7,2505.09031,"Improving the Reliability of LLMs: Combining CoT, RAG, Self-Consistency, and Self-Verification",Chain-of-Thought improves Arithmetic Accuracy,"halueval, gpt-3.5-turbo",8,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (broad 10-dataset evaluation vs. a specific setup with halueval and gpt-3.5-turbo), so they would agree under the same conditions."
2,2301.13379,Faithful Chain-of-Thought Reasoning,Chain-of-Thought improves Arithmetic Accuracy,10 datasets,386,5,8,2503.23487,Large Language and Reasoning Models are Shallow Disjunctive Reasoners,Chain-of-Thought improves Arithmetic Accuracy,"rcc-8, ia, zero-shot, o3-mini, b=1, k=9",6,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"The claims agree that Chain-of-Thought improves arithmetic accuracy, but the second claim specifies a narrower set of experimental conditions (rcc-8, ia, zero-shot, o3-mini, b=1, k=9) compared to the first claim's broad ""10 datasets,"" so the apparent difference is solely due to different experimental setups."
2,2301.13379,Faithful Chain-of-Thought Reasoning,Chain-of-Thought improves Arithmetic Accuracy,10 datasets,386,5,9,2504.18912,Inferring Questions from Programming Screenshots,Chain-of-Thought improves Arithmetic Accuracy,"stack overflow, gemini-1.5-pro, gpt-4o, llama-3.2",4,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (datasets vs. specific models and a platform), so the apparent difference is due to different experimental setups rather than a contradiction in the core finding."
2,2301.13379,Faithful Chain-of-Thought Reasoning,Chain-of-Thought improves Arithmetic Accuracy,10 datasets,386,5,10,2410.16924,SleepCoT: A Lightweight Personalized Sleep Health Model via Chain-of-Thought Distillation,Chain-of-Thought improves Arithmetic Accuracy,"sleepcot, sleep domain",4,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (10 general datasets vs. the specific sleepcot/sleep domain), so the apparent contradiction is due to different experimental setups rather than a genuine disagreement."
2,2301.13379,Faithful Chain-of-Thought Reasoning,Chain-of-Thought improves Arithmetic Accuracy,10 datasets,386,5,11,2601.03649,SyncThink: A Training-Free Strategy to Align Inference Termination with Reasoning Saturation,Chain-of-Thought improves Arithmetic Accuracy,"gpqa, qwen2.5-7b",3,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"The claims use the same statement about Chain-of-Thought improving arithmetic accuracy, but they differ only because they are tested under different experimental conditions (one on 10 datasets, the other on gpqa with qwen2.5-7b), so they would likely agree if the same conditions were applied."
2,2301.13379,Faithful Chain-of-Thought Reasoning,Chain-of-Thought improves Arithmetic Accuracy,10 datasets,386,5,12,2511.15886,What Really Counts? Examining Step and Token Level Attribution in Multilingual CoT Reasoning,Chain-of-Thought improves Arithmetic Accuracy,"mgsm, qwen instruct, cot-struct",1,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only because they are tested under different experimental conditions (different datasets and model configurations), so they would likely agree under the same conditions."
2,2301.13379,Faithful Chain-of-Thought Reasoning,Chain-of-Thought improves Arithmetic Accuracy,10 datasets,386,5,13,2508.18743,CAC-CoT: Connector-Aware Compact Chain-of-Thought for Efficient Reasoning Data Synthesis Across Dual-System Cognitive Tasks,Chain-of-Thought improves Arithmetic Accuracy,"system-2 benchmarks, qwen model",1,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (10 diverse datasets vs. specific system-2 benchmarks and the Qwen model), so they would likely agree under the same conditions."
2,2301.13379,Faithful Chain-of-Thought Reasoning,Chain-of-Thought improves Arithmetic Accuracy,10 datasets,386,5,14,2511.23253,AgriCoT: A Chain-of-Thought Benchmark for Evaluating Reasoning in Vision-Language Models for Agriculture,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",0,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.20)
2,2301.13379,Faithful Chain-of-Thought Reasoning,Chain-of-Thought improves Arithmetic Accuracy,10 datasets,386,5,15,2510.01391,TAG-EQA: Text-And-Graph for Event Question Answering via Structured Prompting Strategies,Chain-of-Thought improves Arithmetic Accuracy,"tag configuration, qwq",0,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (10 datasets vs. tag configuration, qwq), so they would agree under the same conditions."
3,2409.12183,To CoT or not to CoT? Chain-of-thought helps mainly on math and symbolic reasoning,Chain-of-Thought improves Arithmetic Accuracy,"math and formal logic tasks, multiple models and datasets",303,4,5,2501.1036,FaceXBench: Evaluating Multimodal LLMs on Face Understanding,Chain-of-Thought improves Arithmetic Accuracy,"gsm8k, gpt-3.5",20,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,Rule engine: Experimental_Condition_Contradiction (confidence=0.20)
3,2409.12183,To CoT or not to CoT? Chain-of-thought helps mainly on math and symbolic reasoning,Chain-of-Thought improves Arithmetic Accuracy,"math and formal logic tasks, multiple models and datasets",303,4,6,2506.07142,Prompting Science Report 2: The Decreasing Value of Chain of Thought in Prompting,Chain-of-Thought improves Arithmetic Accuracy,"gpqa diamond, sonnet 3.5, 100 samples",17,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state the same relationship (Chain-of-Thought improves arithmetic accuracy), but they differ only in the experimental conditions (broad vs. narrow), so the apparent difference is due to different setups, not a contradiction."
3,2409.12183,To CoT or not to CoT? Chain-of-thought helps mainly on math and symbolic reasoning,Chain-of-Thought improves Arithmetic Accuracy,"math and formal logic tasks, multiple models and datasets",303,4,7,2505.09031,"Improving the Reliability of LLMs: Combining CoT, RAG, Self-Consistency, and Self-Verification",Chain-of-Thought improves Arithmetic Accuracy,"halueval, gpt-3.5-turbo",8,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,No_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, so they agree; the second claim simply specifies a narrower set of conditions (halueval, gpt-3.5-turbo) that falls within the broader conditions of the first claim."
3,2409.12183,To CoT or not to CoT? Chain-of-thought helps mainly on math and symbolic reasoning,Chain-of-Thought improves Arithmetic Accuracy,"math and formal logic tasks, multiple models and datasets",303,4,8,2503.23487,Large Language and Reasoning Models are Shallow Disjunctive Reasoners,Chain-of-Thought improves Arithmetic Accuracy,"rcc-8, ia, zero-shot, o3-mini, b=1, k=9",6,5,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"The claims agree that Chain-of-Thought improves arithmetic accuracy, but they differ only because Claim 2 specifies a narrow set of experimental conditions (rcc-8, ia, zero-shot, o3-mini, b=1, k=9) while Claim 1 covers broader conditions (math and formal logic tasks, multiple models and datasets)."
3,2409.12183,To CoT or not to CoT? Chain-of-thought helps mainly on math and symbolic reasoning,Chain-of-Thought improves Arithmetic Accuracy,"math and formal logic tasks, multiple models and datasets",303,4,9,2504.18912,Inferring Questions from Programming Screenshots,Chain-of-Thought improves Arithmetic Accuracy,"stack overflow, gemini-1.5-pro, gpt-4o, llama-3.2",4,4,Chain-of-Thought|improves|Arithmetic Accuracy,same_SRO,Experimental_Condition_Contradiction,"Both claims state that Chain-of-Thought improves arithmetic accuracy, but they differ only in the experimental conditions (math/logic tasks vs. Stack Overflow data, and different model sets), so the apparent difference is due to different experimental setups rather than a contradiction in the core finding."
